h3index,geometry,ID_HDC_G0,UC_NM_MN,CTR_MN_ISO,CTR_MN_NM,GRGN_L1,GRGN_L2,neighborhood_id
863cf5cd7ffffff,"MULTIPOLYGON (((88.94937585495768 24.4938599431234, 88.94221506410506 24.493859936311857, 88.94360525769115 24.497027906723513, 88.94937585495768 24.4938599431234)), ((88.91694573435281 24.50859815121723, 88.91415841539293 24.502243062046173, 88.90371070781045 24.50224307573778, 88.91694573435281 24.50859815121723)), ((88.88553418387693 24.493515236682686, 88.90354698829435 24.502164462379586, 88.89990712576076 24.493859939042736, 88.88933010649298 24.493859886617056, 88.88565584339597 24.485476806050034, 88.88505507756183 24.48547680451779, 88.88553418387693 24.493515236682686)))",9704,Madhnagar,BGD,Bangladesh,Asia,South-Central Asia,863cf5cd7ffffff_9704
863cf5c8fffffff,"POLYGON ((88.88553418387693 24.493515236682686, 88.88505507756183 24.48547680451779, 88.87507885406005 24.485476779073625, 88.87875317414618 24.493859913359902, 88.86817618523249 24.493859927580235, 88.87141876216205 24.501258101379683, 88.88553418387693 24.493515236682686))",9704,Madhnagar,BGD,Bangladesh,Asia,South-Central Asia,863cf5c8fffffff_9704
863cf5cc7ffffff,"POLYGON ((88.9204613448903 24.519013697630697, 88.9215158996229 24.5190136944637, 88.92519912255248 24.527396801971197, 88.93577613250474 24.527396793158722, 88.93945932957183 24.53578439217078, 88.95004080522004 24.535784346006356, 88.96012742138514 24.55872743511264, 88.9771806552467 24.549369145945334, 88.96014959519007 24.510630631845014, 88.97072657927983 24.51063059183405, 88.96704777360006 24.50224302072367, 88.97306505289325 24.502243019047416, 88.95558641474356 24.49385994903106, 88.94937585495768 24.4938599431234, 88.94360525769115 24.497027906723513, 88.94589381588592 24.502243068639807, 88.9353168334221 24.50224302889834, 88.9389956139311 24.510630583839045, 88.9199602907684 24.510630630284865, 88.9204613448903 24.519013697630697))",9704,Madhnagar,BGD,Bangladesh,Asia,South-Central Asia,863cf5cc7ffffff_9704
863cf5cf7ffffff,"POLYGON ((88.88553418387693 24.493515236682686, 88.87141876216205 24.501258101379683, 88.87185045646824 24.50224304316359, 88.88242746220739 24.502243066456902, 88.88610171813585 24.510630587818582, 88.89668321694262 24.510630577892197, 88.90036191696255 24.519013745371225, 88.91093890432217 24.519013726228128, 88.9204613448903 24.519013697630697, 88.9199602907684 24.510630630284865, 88.91783717453997 24.510630635465226, 88.91694573435281 24.50859815121723, 88.90371070781045 24.50224307573778, 88.9035814445084 24.502243075907177, 88.90354698829435 24.502164462379586, 88.88553418387693 24.493515236682686))",9704,Madhnagar,BGD,Bangladesh,Asia,South-Central Asia,863cf5cf7ffffff_9704
863cf5cefffffff,"POLYGON ((88.96012742138514 24.55872743511264, 88.96109933339177 24.560938153098412, 88.97168082025095 24.560938196558904, 88.9753729386668 24.569325709027265, 88.98595441694707 24.56932577167577, 88.9771806552467 24.549369145945334, 88.96012742138514 24.55872743511264))",9704,Madhnagar,BGD,Bangladesh,Asia,South-Central Asia,863cf5cefffffff_9704
863cf4a9fffffff,"POLYGON ((88.3356168102312 24.461044871929573, 88.33530468398605 24.460327516657404, 88.34588163893446 24.46032746122237, 88.3422340916262 24.45194435644575, 88.35281113196845 24.45194433109529, 88.34916802181668 24.443561254939, 88.35974055227484 24.44356130068121, 88.35609743305906 24.435178114535194, 88.34552490132529 24.435178118748293, 88.33495238069469 24.43517811233432, 88.33859105455237 24.443561240395272, 88.32801847193801 24.443561262484845, 88.33166158286234 24.451944329118998, 88.32108456584035 24.451944331436653, 88.32221549556492 24.454543554805767, 88.3356168102312 24.461044871929573))",9614,Godagari,BGD,Bangladesh,Asia,South-Central Asia,863cf4a9fffffff_9614
863cf4a87ffffff,"POLYGON ((88.31998628409372 24.520014945585714, 88.32773406599455 24.515792216352924, 88.31816836709845 24.49385993545846, 88.32874535425145 24.493859934569127, 88.32144580521283 24.477093680782843, 88.33202273410112 24.47709365818123, 88.32837520550476 24.468710594277955, 88.3389522221315 24.468710601257865, 88.3356168102312 24.461044871929573, 88.32221549556492 24.454543554805767, 88.32473211486439 24.460327517816232, 88.31415511265561 24.460327458410642, 88.31780272546004 24.468710625305764, 88.30722573925027 24.468710594529483, 88.31087326711 24.47709373978419, 88.30029629804906 24.477093737385687, 88.31489535317786 24.510630578188643, 88.30431839998116 24.5106306357976, 88.30530456373731 24.512891609505072, 88.31998628409372 24.520014945585714))",9614,Godagari,BGD,Bangladesh,Asia,South-Central Asia,863cf4a87ffffff_9614
863cf4aafffffff,"POLYGON ((88.31998628409372 24.520014945585714, 88.32137812135402 24.5441675267616, 88.32952567350536 24.544167461895135, 88.33318659612632 24.55255511000012, 88.3437680701935 24.552555059065643, 88.32773406599455 24.515792216352924, 88.31998628409372 24.520014945585714))",9614,Godagari,BGD,Bangladesh,Asia,South-Central Asia,863cf4aafffffff_9614
863cf4aa7ffffff,"POLYGON ((88.31998628409372 24.520014945585714, 88.30530456373731 24.512891609505072, 88.31163128846276 24.52739686603006, 88.30104983072697 24.527396852142104, 88.30836720070589 24.5441674843081, 88.3189442052952 24.544167546139143, 88.32137812135402 24.5441675267616, 88.31998628409372 24.520014945585714))",9614,Godagari,BGD,Bangladesh,Asia,South-Central Asia,863cf4aa7ffffff_9614
863cc4ac7ffffff,"POLYGON ((91.73889821756302 24.46581652003532, 91.77376922433636 24.481757748957026, 91.78869766065876 24.473271550988688, 91.7866355173033 24.468710568532238, 91.77605852428428 24.46871061737364, 91.76091539777529 24.435178171416517, 91.75034285101269 24.435178144161632, 91.75790995458995 24.451944334553808, 91.74733301218203 24.451944397238247, 91.75111873808677 24.46032745905743, 91.73851549125105 24.46032747180869, 91.73889821756302 24.46581652003532))",9991,Moulvibazar,BGD,Bangladesh,Asia,South-Central Asia,863cc4ac7ffffff_9991
863cc4af7ffffff,"POLYGON ((91.73889821756302 24.46581652003532, 91.73851549125105 24.46032747180869, 91.70881975306227 24.46032750185317, 91.70503392063529 24.451944340967778, 91.69446143877597 24.45194438573083, 91.70202854913552 24.468710603647384, 91.71260554427455 24.4687105498383, 91.72318251565314 24.468710574640784, 91.7253504673105 24.473511206253136, 91.73889821756302 24.46581652003532))",9991,Moulvibazar,BGD,Bangladesh,Asia,South-Central Asia,863cc4af7ffffff_9991
863cc4aefffffff,"POLYGON ((91.81105492783261 24.532069914105875, 91.83969231792801 24.51579527473987, 91.82594690238793 24.485476832182027, 91.8153699260776 24.48547679159614, 91.8047929743182 24.485476828471985, 91.80100274279636 24.477093725869285, 91.7904257679323 24.477093723165357, 91.78869766065876 24.473271550988688, 91.77376922433636 24.481757748957026, 91.77617268029816 24.516141619121314, 91.80082105503415 24.52739681657661, 91.80262585534128 24.527396808708563, 91.8030971869533 24.528436167627493, 91.81105492783261 24.532069914105875))",9991,Moulvibazar,BGD,Bangladesh,Asia,South-Central Asia,863cc4aefffffff_9991
863cc4ae7ffffff,"POLYGON ((91.77617268029816 24.516141619121314, 91.77376922433636 24.481757748957026, 91.73889821756302 24.46581652003532, 91.7253504673105 24.473511206253136, 91.7269682955107 24.477093664918595, 91.73754526945848 24.47709374269473, 91.74512574594995 24.493859878056114, 91.73454871280319 24.49385994326482, 91.73834342578643 24.502243038150986, 91.74892041485285 24.502243037683865, 91.75271511701138 24.510630610186634, 91.76329210195453 24.51063056986126, 91.76791465663379 24.5208305931361, 91.77617268029816 24.516141619121314))",9991,Moulvibazar,BGD,Bangladesh,Asia,South-Central Asia,863cc4ae7ffffff_9991
863cc4a5fffffff,"POLYGON ((91.81105492783261 24.532069914105875, 91.81131522185335 24.535784353933817, 91.81700643924974 24.535784355142223, 91.82461812194754 24.55255507333089, 91.85635803801993 24.552555071183917, 91.83969231792801 24.51579527473987, 91.81105492783261 24.532069914105875))",9991,Moulvibazar,BGD,Bangladesh,Asia,South-Central Asia,863cc4a5fffffff_9991
863cc4a57ffffff,"MULTIPOLYGON (((91.77617268029816 24.516141619121314, 91.76791465663379 24.5208305931361, 91.77089043013564 24.527396866784645, 91.79204885981596 24.527396854819084, 91.80082105503415 24.52739681657661, 91.77617268029816 24.516141619121314)), ((91.81105492783261 24.532069914105875, 91.8030971869533 24.528436167627493, 91.80642946413415 24.535784352896435, 91.81131522185335 24.535784353933817, 91.81105492783261 24.532069914105875)))",9991,Moulvibazar,BGD,Bangladesh,Asia,South-Central Asia,863cc4a57ffffff_9991
863cc5cb7ffffff,"POLYGON ((92.00589180595544 24.421158487593377, 92.01070534952355 24.418411948089357, 91.99986342874179 24.418411957017195, 92.00589180595544 24.421158487593377))",10009,Kulaura,BGD,Bangladesh,Asia,South-Central Asia,863cc5cb7ffffff_10009
863cc5ca7ffffff,"POLYGON ((92.00589180595544 24.421158487593377, 92.00832337513354 24.45556697587693, 92.04130424319005 24.47057598640484, 92.02905901231475 24.443561276812975, 92.03963598660387 24.443561283280843, 92.03584131912031 24.43517817764184, 92.02526427429547 24.43517814046057, 92.01768383846175 24.418411942342885, 92.01070534952355 24.418411948089357, 92.00589180595544 24.421158487593377))",10009,Kulaura,BGD,Bangladesh,Asia,South-Central Asia,863cc5ca7ffffff_10009
863cc5d9fffffff,"POLYGON ((92.00832337513354 24.45556697587693, 92.00589180595544 24.421158487593377, 91.99986342874179 24.418411957017195, 91.97538926586311 24.41841197717057, 91.97917952304982 24.426795074077948, 91.9686069235112 24.4267950715447, 91.9723971981432 24.435178173698237, 91.96182464866769 24.435178189239092, 91.96561486570869 24.443561297096934, 91.95503789046734 24.443561297411343, 91.95883260107901 24.45194435191824, 91.94825560409843 24.4519443705493, 91.95205033030487 24.460327519576932, 91.96262733833473 24.460327470528917, 91.97319985537207 24.460327467303966, 91.97699895834124 24.468710562450646, 91.98526193374273 24.468710551481767, 92.00832337513354 24.45556697587693))",10009,Kulaura,BGD,Bangladesh,Asia,South-Central Asia,863cc5d9fffffff_10009
863cc5c17ffffff,"POLYGON ((92.04566701974463 24.50584643078726, 92.06033254036961 24.512512836961978, 92.0556664554219 24.502243031215993, 92.06624346027172 24.502242989686877, 92.06243538397727 24.493859904834892, 92.05185838414903 24.493859912686165, 92.04351364553348 24.47545024016839, 92.04566701974463 24.50584643078726))",10009,Kulaura,BGD,Bangladesh,Asia,South-Central Asia,863cc5c17ffffff_10009
863cc5d8fffffff,"POLYGON ((92.01318826864161 24.524352274030452, 92.04566701974463 24.50584643078726, 92.04351364553348 24.47545024016839, 92.04130424319005 24.47057598640484, 92.00832337513354 24.45556697587693, 91.98526193374273 24.468710551481767, 91.98757594804547 24.468710548409977, 92.00277707009464 24.5022430008709, 91.99220004319118 24.502243051140628, 91.9960081668538 24.51063059385526, 91.98303598302272 24.510630610808658, 92.01318826864161 24.524352274030452))",10009,Kulaura,BGD,Bangladesh,Asia,South-Central Asia,863cc5d8fffffff_10009
863cc5d87ffffff,"POLYGON ((91.97447630645493 24.510630621995332, 91.96427268864755 24.51063063533048, 91.96636823001548 24.515246450897823, 91.97447630645493 24.510630621995332))",10009,Kulaura,BGD,Bangladesh,Asia,South-Central Asia,863cc5d87ffffff_10009
863cc5c37ffffff,"POLYGON ((92.04566701974463 24.50584643078726, 92.01318826864161 24.524352274030452, 92.01399747838629 24.535784376214668, 92.01801380511662 24.53578436793423, 92.02859077160839 24.53578435400136, 92.03240328350523 24.544167474875792, 92.04298479002854 24.544167532673395, 92.03917226960668 24.535784355267985, 92.04974925204354 24.535784402483436, 92.0459366764741 24.52739678687052, 92.06709508783779 24.527396845638304, 92.06033254036961 24.512512836961978, 92.04566701974463 24.50584643078726))",10009,Kulaura,BGD,Bangladesh,Asia,South-Central Asia,863cc5c37ffffff_10009
863cc5dafffffff,"POLYGON ((92.01318826864161 24.524352274030452, 91.98303598302272 24.510630610808658, 91.97447630645493 24.510630621995332, 91.96636823001548 24.515246450897823, 91.97188439488122 24.527396819317666, 91.98246583932196 24.527396837706178, 91.99304286263215 24.527396808825344, 91.99685539032139 24.53578441155642, 92.01399747838629 24.535784376214668, 92.01318826864161 24.524352274030452))",10009,Kulaura,BGD,Bangladesh,Asia,South-Central Asia,863cc5dafffffff_10009
863cf5557ffffff,"POLYGON ((89.03885254699073 24.400599341830777, 89.03564663189147 24.39326708495041, 89.02507857363305 24.39326707521267, 89.02356179959857 24.393267074334382, 89.03885254699073 24.400599341830777))",9717,নাটোর,BGD,Bangladesh,Asia,South-Central Asia,863cf5557ffffff_9717
863cf550fffffff,"POLYGON ((88.94612041628967 24.38941788399587, 88.9805102070012 24.405927523449318, 88.98828298130309 24.401650157558244, 88.98644935583519 24.401650154836464, 88.98278844850356 24.393267105746407, 88.97221586896143 24.393267022706144, 88.96855946717501 24.384888417914173, 88.94584981749168 24.384888435868127, 88.94612041628967 24.38941788399587))",9717,নাটোর,BGD,Bangladesh,Asia,South-Central Asia,863cf550fffffff_9717
863cf5507ffffff,"MULTIPOLYGON (((88.94612041628967 24.38941788399587, 88.94584981749168 24.384888435868127, 88.93684634903332 24.384888442986153, 88.94023521388965 24.392653905084895, 88.94612041628967 24.38941788399587)), ((88.93912014766777 24.39326703230881, 88.92993026697515 24.39326708717823, 88.93170968340084 24.39734172966283, 88.93912014766777 24.39326703230881)))",9717,নাটোর,BGD,Bangladesh,Asia,South-Central Asia,863cf5507ffffff_9717
863cf5577ffffff,"POLYGON ((89.0288326060725 24.450190659099526, 89.01492515280849 24.418411938291484, 89.02549771674687 24.418411922193673, 89.02183233033438 24.41003330986484, 89.04297738409115 24.41003326764402, 89.03885254699073 24.400599341830777, 89.02356179959857 24.393267074334382, 89.00393350429052 24.393267062968633, 89.00759443043287 24.4016501862236, 88.98828298130309 24.401650157558244, 88.9805102070012 24.405927523449318, 88.98256458897048 24.440218858386043, 89.00701461568387 24.451944370146354, 89.00845057663263 24.45194436690214, 89.00883273916683 24.45281628855082, 89.01696753013492 24.456717494397427, 89.02031175198462 24.454877878256116, 89.01902757572424 24.45194436126072, 89.02564451468662 24.451944389754072, 89.0288326060725 24.450190659099526))",9717,নাটোর,BGD,Bangladesh,Asia,South-Central Asia,863cf5577ffffff_9717
863cf552fffffff,"POLYGON ((88.98256458897048 24.440218858386043, 88.9805102070012 24.405927523449318, 88.94612041628967 24.38941788399587, 88.94023521388965 24.392653905084895, 88.94050278036534 24.393267024053614, 88.93912014766777 24.39326703230881, 88.93170968340084 24.39734172966283, 88.93359118257129 24.40165012894702, 88.94416371081063 24.401650194694714, 88.9514855494769 24.418411895908967, 88.96205810569876 24.41841193740215, 88.96938882322347 24.435178128710607, 88.97996139695348 24.435178143919085, 88.9822449503799 24.440394545440416, 88.98256458897048 24.440218858386043))",9717,নাটোর,BGD,Bangladesh,Asia,South-Central Asia,863cf552fffffff_9717
863cf5567ffffff,"MULTIPOLYGON (((89.01696753013492 24.456717494397427, 89.01718440901934 24.46032747847913, 89.02269736881338 24.4603274786946, 89.02031175198462 24.454877878256116, 89.01696753013492 24.456717494397427)), ((89.02564451468662 24.451944389754072, 89.02960010593986 24.451944406787337, 89.0288326060725 24.450190659099526, 89.02564451468662 24.451944389754072)))",9717,নাটোর,BGD,Bangladesh,Asia,South-Central Asia,863cf5567ffffff_9717
863cf5cdfffffff,"MULTIPOLYGON (((88.98256458897048 24.440218858386043, 88.9822449503799 24.440394545440416, 88.98730105138576 24.45194437504986, 88.99787801024183 24.45194439078834, 89.00701461568387 24.451944370146354, 88.98256458897048 24.440218858386043)), ((89.01696753013492 24.456717494397427, 89.00883273916683 24.45281628855082, 89.01212488738527 24.46032747828138, 89.01718440901934 24.46032747847913, 89.01696753013492 24.456717494397427)))",9717,নাটোর,BGD,Bangladesh,Asia,South-Central Asia,863cf5cdfffffff_9717
863cc4d0fffffff,"POLYGON ((90.82057349699777 24.342129790627073, 90.8552917677018 24.358272661526584, 90.85869641247818 24.35635528111812, 90.85274369012939 24.34298174564361, 90.86331619785119 24.342981759585463, 90.85958836364136 24.334603088210365, 90.84902031236285 24.334603137303294, 90.83844780758753 24.334603113426073, 90.83472442895862 24.326224503702356, 90.82415636418742 24.326224446497637, 90.82043305880715 24.317845836190013, 90.81896169238269 24.317845832998227, 90.82057349699777 24.342129790627073))",9905,Kishoreganj,BGD,Bangladesh,Asia,South-Central Asia,863cc4d0fffffff_9905
863cc4d77ffffff,"MULTIPOLYGON (((90.8575804563958 24.39266545140193, 90.89231061054153 24.408796086519544, 90.90500336786076 24.401650191003167, 90.90002355755865 24.401650205609243, 90.88945099726743 24.401650137094737, 90.88571429903035 24.393267090268434, 90.87514173157057 24.393267098937176, 90.87140503355806 24.384888395007135, 90.8608324642298 24.384888390731152, 90.85640115498684 24.374943746539127, 90.8575804563958 24.39266545140193)), ((90.8552917677018 24.358272661526584, 90.85594750938348 24.368126682272063, 90.86393600951678 24.368126691367426, 90.85869641247818 24.35635528111812, 90.8552917677018 24.358272661526584)))",9905,Kishoreganj,BGD,Bangladesh,Asia,South-Central Asia,863cc4d77ffffff_9905
