h3index,geometry,ID_HDC_G0,UC_NM_MN,CTR_MN_ISO,CTR_MN_NM,GRGN_L1,GRGN_L2,neighborhood_id
863cf134fffffff,"POLYGON ((90.74577098213642 23.991203277574655, 90.7609976925038 23.991203314823064, 90.75798307823459 23.98429919736201, 90.74577098213642 23.991203277574655))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf134fffffff_9872
863cf1347ffffff,"MULTIPOLYGON (((90.66571234027938 24.03306085997343, 90.67377764589013 24.03306088513528, 90.66645578986841 24.016316975657098, 90.67701049993424 24.016316975046244, 90.67334958113112 24.007942783991677, 90.6640650720674 24.007942775034795, 90.66571234027938 24.03306085997343)), ((90.67774900463621 23.993857811836207, 90.68024332439684 23.999573052659272, 90.69079803433691 23.999573041331516, 90.68714158038533 23.99120331591901, 90.69769179920712 23.991203319638032, 90.69467592211853 23.98429611873949, 90.67774900463621 23.993857811836207)))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1347ffffff_9872
863cf1377ffffff,"POLYGON ((90.62901795683926 23.985601060505704, 90.61909222268648 23.99120329639139, 90.62383129040127 23.991203325989122, 90.6311442132614 24.007942784386938, 90.64169441263466 24.007942783659303, 90.64901182565188 24.024686712630928, 90.65956650988217 24.02468671486773, 90.66322740303839 24.03306085222101, 90.66571234027938 24.03306085997343, 90.6640650720674 24.007942775034795, 90.6627993783173 24.007942773813767, 90.6592147945565 23.99973283074986, 90.62901795683926 23.985601060505704))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1377ffffff_9872
863cf105fffffff,"POLYGON ((90.35213083179188 23.855594800409502, 90.35435303643342 23.89011871507191, 90.38894144165893 23.90639491476932, 90.42130651530896 23.888145714727326, 90.41907598698717 23.853618400954915, 90.38448870797204 23.837343682044583, 90.35213083179188 23.855594800409502))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf105fffffff_9872
863cf1317ffffff,"POLYGON ((90.48827366115921 23.886143272627944, 90.45590593822104 23.904408883817748, 90.45814143794767 23.93892270833093, 90.49275298369862 23.955174262751296, 90.52512783303943 23.936910547258837, 90.52305948165186 23.905092686246483, 90.5216322450393 23.90180566180422, 90.5159278080749 23.89912733732591, 90.50992350461604 23.89912733664567, 90.50838785962104 23.895587210818203, 90.48827366115921 23.886143272627944))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1317ffffff_9872
863cf104fffffff,"POLYGON ((90.42130651530896 23.888145714727326, 90.38894144165893 23.90639491476932, 90.39116861626981 23.940905364544605, 90.42576919038012 23.957169993312665, 90.45814143794767 23.93892270833093, 90.45590593822104 23.904408883817748, 90.42130651530896 23.888145714727326))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf104fffffff_9872
863cf1337ffffff,"POLYGON ((90.49275298369862 23.955174262751296, 90.45814143794767 23.93892270833093, 90.42576919038012 23.957169993312665, 90.42800133750748 23.9916669166442, 90.44895362593104 24.001505420485664, 90.44811148318146 23.999573033902447, 90.45866172273638 23.999573047529893, 90.4550141768295 23.991203265828947, 90.4655643865244 23.991203269781533, 90.46192131586257 23.982829137467803, 90.49357200550274 23.98282913306606, 90.49472008085273 23.985464906892464, 90.49275298369862 23.955174262751296))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1337ffffff_9872
863cf106fffffff,"POLYGON ((90.36102287639139 23.99362974132184, 90.39562458196987 24.00989582723205, 90.42800133750748 23.9916669166442, 90.42576919038012 23.957169993312665, 90.39116861626981 23.940905364544605, 90.35879905854476 23.959136206262947, 90.36102287639139 23.99362974132184))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf106fffffff_9872
863cf1327ffffff,"POLYGON ((90.49695428861385 23.990594244735604, 90.49721957411904 23.991203292383148, 90.4982527912664 23.991203294397774, 90.49695428861385 23.990594244735604))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1327ffffff_9872
863cf1a9fffffff,"POLYGON ((90.42800133750748 23.9916669166442, 90.39562458196987 24.00989582723205, 90.39785337343669 24.044375798793503, 90.41927663694429 24.05443600976871, 90.41725450478961 24.049804814232672, 90.42780916183689 24.049804791181902, 90.42415273970363 24.041435100624025, 90.43470744418195 24.041435066398215, 90.42740337153298 24.02468664859003, 90.43795362094241 24.024686693065618, 90.43430165488415 24.016316961733214, 90.44485633909648 24.01631698314905, 90.44120431029988 24.00794273216787, 90.45175903997594 24.007942742974603, 90.44895362593104 24.001505420485664, 90.42800133750748 23.9916669166442))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1a9fffffff_9872
863cf1a87ffffff,"POLYGON ((90.39785337343669 24.044375798793503, 90.3654721266093 24.062586287004113, 90.36769755935794 24.097049256407608, 90.40231257454872 24.113305119287737, 90.40270245498452 24.113085931386838, 90.39699235408334 24.10004552524514, 90.40754704910239 24.10004548390467, 90.39290331233731 24.06655314689853, 90.4034580613002 24.066553144625797, 90.3998015972785 24.058178991713696, 90.42091093467533 24.058178966102727, 90.41927663694429 24.05443600976871, 90.39785337343669 24.044375798793503))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1a87ffffff_9872
863cf1aafffffff,"POLYGON ((90.40231257454872 24.113305119287737, 90.40454298457206 24.147754427120148, 90.43917017662795 24.163998547811946, 90.44476354034776 24.160855031457025, 90.44012520287544 24.150295084860787, 90.4295661000209 24.15029506694838, 90.41855205267608 24.125168097276966, 90.40799297100382 24.125168113257992, 90.40270245498452 24.113085931386838, 90.40231257454872 24.113305119287737))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1aafffffff_9872
863cf1a1fffffff,"POLYGON ((90.43917017662795 24.163998547811946, 90.44140556647427 24.19843413307643, 90.46379885573694 24.20892783250247, 90.48625921797644 24.208927801963625, 90.48686685773714 24.20858641511044, 90.4833294207687 24.20054916766457, 90.49389308817878 24.20054913450775, 90.49020540558094 24.19217495353228, 90.4796462505253 24.192174981119543, 90.4690826366099 24.19217502048372, 90.46539942335517 24.18379632516852, 90.4548402594691 24.183796358262455, 90.44476354034776 24.160855031457025, 90.43917017662795 24.163998547811946))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1a1fffffff_9872
863cf1a17ffffff,"POLYGON ((90.40900542449941 24.216622235518315, 90.44140556647427 24.19843413307643, 90.43917017662795 24.163998547811946, 90.40454298457206 24.147754427120148, 90.39831088983217 24.151254021647908, 90.41259470240188 24.183796316751305, 90.40203556348898 24.183796340969884, 90.40571430700534 24.192174988198268, 90.39515521560432 24.19217499962484, 90.39883396320802 24.20054920972369, 90.38827477682813 24.200549208457065, 90.39179009248015 24.208545837415436, 90.40900542449941 24.216622235518315))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1a17ffffff_9872
863cf1a0fffffff,"POLYGON ((90.48625921797644 24.208927801963625, 90.48701711201733 24.208927800933132, 90.48686685773714 24.20858641511044, 90.48625921797644 24.208927801963625))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1a0fffffff_9872
863cf1a07ffffff,"POLYGON ((90.44140556647427 24.19843413307643, 90.40900542449941 24.216622235518315, 90.41123745478211 24.251040695234867, 90.42862869749972 24.25919081316501, 90.4457837928538 24.259190824120964, 90.43101527501129 24.225680637374534, 90.44157886734916 24.225680648612457, 90.43789123623377 24.217306472407042, 90.45901844700558 24.217306466909353, 90.45533077174696 24.208927844016333, 90.46379885573694 24.20892783250247, 90.44140556647427 24.19843413307643))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1a07ffffff_9872
863cf1a27ffffff,"POLYGON ((90.41123745478211 24.251040695234867, 90.37883280705253 24.26921024841111, 90.38106147470513 24.303611532856824, 90.39413578092065 24.30973891064457, 90.39401368700862 24.309462686794074, 90.40458174652467 24.309462713581837, 90.40088068000826 24.301084064475972, 90.4220123172376 24.301084096707527, 90.41091366136705 24.27594815048589, 90.42148172506027 24.275948127884273, 90.41778511199577 24.267569485443914, 90.42834875934648 24.267569461737374, 90.42465660966027 24.25919081062827, 90.42862869749972 24.25919081316501, 90.41123745478211 24.251040695234867))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1a27ffffff_9872
863cf1b0fffffff,"POLYGON ((90.355486339801 24.317935060479552, 90.37026896809944 24.35136488532876, 90.38084149818032 24.351364875824586, 90.37713152843416 24.342981796236725, 90.38769958082658 24.342981783103355, 90.3839940657271 24.334603134850894, 90.39456209385602 24.334603107218715, 90.38715112590134 24.317845819005242, 90.39771913964823 24.317845859869603, 90.39413578092065 24.30973891064457, 90.38106147470513 24.303611532856824, 90.36395872876395 24.313190041624477, 90.36601492487101 24.31784581008497, 90.35564564399785 24.317845841084527, 90.355486339801 24.317935060479552))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1b0fffffff_9872
863cf1617ffffff,"POLYGON ((90.32772200502056 23.475170734391277, 90.35438733977317 23.487768271533056, 90.3479333112052 23.472569689708703, 90.35845681390586 23.47256969662573, 90.35491180708641 23.464208890998904, 90.32702089762715 23.464208918446612, 90.32772200502056 23.475170734391277))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1617ffffff_9872
863cf178fffffff,"POLYGON ((90.32772200502056 23.475170734391277, 90.32702089762715 23.464208918446612, 90.30228770843796 23.46420894278678, 90.26005711346545 23.464208885497328, 90.2608821647095 23.477155788643998, 90.29321542601505 23.492447893951905, 90.29187348945673 23.489286894914535, 90.30281271858804 23.48928688816922, 90.32772200502056 23.475170734391277))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf178fffffff_9872
863cf1787ffffff,"POLYGON ((90.2608821647095 23.477155788643998, 90.26005711346545 23.464208885497328, 90.24966362611191 23.464208871397663, 90.25320418413271 23.472569669002535, 90.2321572084207 23.472569719568703, 90.23924720163191 23.489286861452292, 90.22871926632922 23.489286863734012, 90.23079846441368 23.494190690222858, 90.2608821647095 23.477155788643998))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1787ffffff_9872
863cf1637ffffff,"MULTIPOLYGON (((90.36447802540314 23.526116772232445, 90.36372441933652 23.514364865243973, 90.344638058816 23.514364833675362, 90.34819190077289 23.522725692464487, 90.33766397480369 23.52272568161284, 90.34403598192164 23.53769755099667, 90.36447802540314 23.526116772232445)), ((90.3409473164905 23.539447334528194, 90.3342527516271 23.539447305595623, 90.33555388823576 23.54250280691555, 90.3409473164905 23.539447334528194)), ((90.2976187667069 23.528111125842706, 90.29789922872476 23.52824363348114, 90.29757915171736 23.527491103330078, 90.2976187667069 23.528111125842706)), ((90.32772200502056 23.475170734391277, 90.30281271858804 23.48928688816922, 90.31292490210964 23.48928688193388, 90.31647880837691 23.49764765594899, 90.32700226067311 23.49764766605504, 90.32345285125537 23.48928685506527, 90.355032221049 23.48928690144529, 90.35438733977317 23.487768271533056, 90.32772200502056 23.475170734391277)))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1637ffffff_9872
863cf17afffffff,"POLYGON ((90.26529869475699 23.546406357436073, 90.2976187667069 23.528111125842706, 90.29757915171736 23.527491103330078, 90.29555223732093 23.52272564326376, 90.28502427379318 23.522725725818933, 90.27792092763731 23.506004037705424, 90.28844891062258 23.50600408034845, 90.28489941620624 23.4976476705017, 90.29542290103043 23.497647712345227, 90.29321542601505 23.492447893951905, 90.2608821647095 23.477155788643998, 90.23079846441368 23.494190690222858, 90.23226421730939 23.497647695079607, 90.22870907716674 23.497647690160235, 90.23077347033048 23.5300764565055, 90.23290891769294 23.53108649031269, 90.24647088325558 23.531086522633288, 90.24988368881677 23.539115296363207, 90.25058569201123 23.539447333093136, 90.26055272877814 23.539447324154818, 90.26306565270562 23.54535016283985, 90.26529869475699 23.546406357436073))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf17afffffff_9872
863cf1627ffffff,"POLYGON ((90.33437252376054 23.579042178932305, 90.36892108339757 23.595348059717104, 90.40125115663383 23.577038457467836, 90.39902547454038 23.542421100208273, 90.36447802540314 23.526116772232445, 90.34403598192164 23.53769755099667, 90.34478069444869 23.53944735109529, 90.3409473164905 23.539447334528194, 90.33555388823576 23.54250280691555, 90.33781117845045 23.54780367477564, 90.33237137880555 23.547803675061097, 90.33437252376054 23.579042178932305))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1627ffffff_9872
863cf171fffffff,"POLYGON ((90.2976187667069 23.528111125842706, 90.26529869475699 23.546406357436073, 90.26561323562866 23.551334415234855, 90.26766946092768 23.55616447240746, 90.27819740030873 23.55616444599699, 90.28176026060545 23.56452532154868, 90.2922882040918 23.56452534011686, 90.29941381129093 23.581251341482222, 90.28888588200695 23.58125135990667, 90.29244871453676 23.58961216203905, 90.28569925898344 23.58961216764842, 90.30204520822569 23.59733551248584, 90.33437252376054 23.579042178932305, 90.33237137880555 23.547803675061097, 90.31675526712444 23.547803675880566, 90.31319688869334 23.539447269321652, 90.30266452873872 23.53944728715321, 90.29789922872476 23.52824363348114, 90.2976187667069 23.528111125842706))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf171fffffff_9872
863cf1717ffffff,"MULTIPOLYGON (((90.26529869475699 23.546406357436073, 90.26306565270562 23.54535016283985, 90.26561323562866 23.551334415234855, 90.26529869475699 23.546406357436073)), ((90.20001626553393 23.572886099943403, 90.20108170710148 23.57288609740534, 90.19982937450214 23.56994723000372, 90.20001626553393 23.572886099943403)), ((90.21420580392454 23.539447319788064, 90.22896897982325 23.539447316573035, 90.2261075112226 23.532715576814343, 90.21420580392454 23.539447319788064)), ((90.23077347033048 23.5300764565055, 90.22898774922353 23.53108648096784, 90.23290891769294 23.53108649031269, 90.23077347033048 23.5300764565055)), ((90.24988368881677 23.539115296363207, 90.25002482849177 23.53944733359611, 90.25058569201123 23.539447333093136, 90.24988368881677 23.539115296363207)))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1717ffffff_9872
863cf170fffffff,"POLYGON ((90.30425923141661 23.631932827517815, 90.33880888188321 23.648240258330937, 90.3711434176209 23.629948819815166, 90.36892108339757 23.595348059717104, 90.33437252376054 23.579042178932305, 90.30204520822569 23.59733551248584, 90.30208600367543 23.597973000400305, 90.3170807937123 23.59797299787622, 90.32761316176972 23.59797305620383, 90.33118045770478 23.60633378442283, 90.341712886659 23.6063337934509, 90.34886078125795 23.62305990988147, 90.33832836931784 23.62305994213099, 90.34190460863732 23.631420747919513, 90.31030296813455 23.63142069118192, 90.30673119232812 23.62305995090753, 90.3036914199539 23.623059952050884, 90.30425923141661 23.631932827517815))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf170fffffff_9872
863cf1707ffffff,"MULTIPOLYGON (((90.30425923141661 23.631932827517815, 90.3036914199539 23.623059952050884, 90.29619878184326 23.6230599548691, 90.29262707618626 23.6146946710238, 90.28209466946535 23.614694625658878, 90.27852296407785 23.606333789911538, 90.2679905665467 23.60633378656082, 90.25745814921669 23.606333799307915, 90.25389084904157 23.597972982299435, 90.24336295990331 23.597973031077952, 90.24692571514207 23.60633382812587, 90.2356321594267 23.606333826279407, 90.23723170333196 23.63142069815572, 90.2471040834391 23.631420709687216, 90.25068028616123 23.63978598078542, 90.26121273318057 23.63978604226612, 90.27174509071872 23.63978602831528, 90.27532133479029 23.648146781525412, 90.27557406672598 23.648146782169068, 90.30425923141661 23.631932827517815)), ((90.30204520822569 23.59733551248584, 90.28569925898344 23.58961216764842, 90.28192079943719 23.58961217078864, 90.2854880852662 23.597973003194248, 90.30208600367543 23.597973000400305, 90.30204520822569 23.59733551248584)))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1707ffffff_9872
863cf17a7ffffff,"POLYGON ((90.16394231381213 23.53201277691956, 90.18867069046237 23.54372186469358, 90.1868527428589 23.539447325744835, 90.21420580392454 23.539447319788064, 90.2261075112226 23.532715576814343, 90.22541502590035 23.5310864724534, 90.22898774922353 23.53108648096784, 90.23077347033048 23.5300764565055, 90.22870907716674 23.497647690160235, 90.22174074910403 23.497647680517915, 90.22528570755819 23.506004013082602, 90.20423431527908 23.506004079710646, 90.20778375575158 23.514364869185766, 90.18672791411687 23.514364867469983, 90.19027732521445 23.522725668731, 90.16922141669119 23.522725681837418, 90.17277086703618 23.531086493932115, 90.16388356382018 23.531086497283923, 90.16394231381213 23.53201277691956))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf17a7ffffff_9872
863cf144fffffff,"POLYGON ((90.19982937450214 23.56994723000372, 90.19751893463304 23.564525286649133, 90.18699094146986 23.564525335185106, 90.17987867886106 23.547803688663592, 90.19040666994015 23.54780367204476, 90.18867069046237 23.54372186469358, 90.16394231381213 23.53201277691956, 90.16288957846677 23.53260774089082, 90.16579683844094 23.539447345983877, 90.15526889575409 23.53944733812362, 90.1588183516866 23.54780368974157, 90.14829045228059 23.547803669412698, 90.15184433875798 23.55616450684887, 90.1413164113425 23.556164474159175, 90.14487029887091 23.5645252600051, 90.1343423448114 23.564525305486804, 90.14145908899837 23.58125137450429, 90.1335907182837 23.5812513792691, 90.13382055297177 23.58487887480176, 90.16833550688348 23.60122313267762, 90.17050360361219 23.599998219121755, 90.16607780193418 23.589612160206485, 90.17661018844301 23.58961223350003, 90.17304737864956 23.58125137444141, 90.19410772785969 23.581251427684556, 90.19054931428649 23.572886122495287, 90.20001626553393 23.572886099943403, 90.19982937450214 23.56994723000372))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf144fffffff_9872
863cf1447ffffff,"MULTIPOLYGON (((90.13382055297177 23.58487887480176, 90.1335907182837 23.5812513792691, 90.13092671089778 23.581251380882332, 90.13273208087968 23.585493339129567, 90.13382055297177 23.58487887480176)), ((90.12543583429934 23.589612216667224, 90.1134247103935 23.589612216180512, 90.11575149774917 23.5950792188915, 90.12543583429934 23.589612216667224)), ((90.11062537308003 23.597973019083494, 90.10645511582861 23.597973052197347, 90.10726296085569 23.599871168225064, 90.11062537308003 23.597973019083494)))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1447ffffff_9872
863cf1737ffffff,"POLYGON ((90.16833550688348 23.60122313267762, 90.17053290024698 23.635813443118014, 90.20506014787067 23.65214652134561, 90.22060823426835 23.64336520831867, 90.21907864698797 23.63978598465716, 90.22694554300655 23.63978599668098, 90.22909316198958 23.638573055482283, 90.22603929532977 23.631420685082357, 90.23723170333196 23.63142069815572, 90.2356321594267 23.606333826279407, 90.21533299343683 23.606333822960558, 90.21890026411127 23.61469468624126, 90.18730308767852 23.614694658141957, 90.18373579097988 23.606333787827445, 90.17320339524537 23.60633383851938, 90.17050360361219 23.599998219121755, 90.16833550688348 23.60122313267762))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1737ffffff_9872
863cf146fffffff,"POLYGON ((90.10369111054958 23.637710076928037, 90.13820702169934 23.6540559404731, 90.17053290024698 23.635813443118014, 90.16833550688348 23.60122313267762, 90.13382055297177 23.58487887480176, 90.13273208087968 23.585493339129567, 90.13448506808373 23.589612217033913, 90.12543583429934 23.589612216667224, 90.11575149774917 23.5950792188915, 90.11698309403484 23.597972968600125, 90.11062537308003 23.597973019083494, 90.10726296085569 23.599871168225064, 90.11001349785298 23.606333841367036, 90.10170523621524 23.606333833434075, 90.10369111054958 23.637710076928037))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf146fffffff_9872
863cf1467ffffff,"POLYGON ((90.07136829274677 23.6559362356218, 90.10369111054958 23.637710076928037, 90.10170523621524 23.606333833434075, 90.0889486830996 23.60633382125376, 90.09251150894595 23.614694613567554, 90.0714467237112 23.614694596670244, 90.07501405815705 23.623059932779526, 90.0644815966389 23.62305991776868, 90.06804443523234 23.63142075049768, 90.04697967181768 23.63142070568073, 90.0505424526225 23.63978599200538, 90.03730339351347 23.63978602066936, 90.07136829274677 23.6559362356218))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1467ffffff_9872
863cf155fffffff,"POLYGON ((90.03649391170687 23.639786022421973, 90.02947768838139 23.639786037612847, 90.0308372729332 23.6429731312674, 90.03649391170687 23.639786022421973))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf155fffffff_9872
863cf109fffffff,"POLYGON ((90.20506014787067 23.65214652134561, 90.17053290024698 23.635813443118014, 90.13820702169934 23.6540559404731, 90.13942431870868 23.673238158174346, 90.17017122560827 23.673238152570104, 90.16659507450335 23.664872876432348, 90.20587073897067 23.664872894978206, 90.20536984853523 23.657008857449917, 90.20515737317548 23.656512113206002, 90.20533820900528 23.65651211318557, 90.20506014787067 23.65214652134561))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf109fffffff_9872
863cf1097ffffff,"POLYGON ((90.12725055635143 23.69604235435961, 90.12107210137539 23.68159903845242, 90.13160892822073 23.68159902762772, 90.12803270437023 23.673238160250698, 90.13942431870868 23.673238158174346, 90.13820702169934 23.6540559404731, 90.10369111054958 23.637710076928037, 90.07136829274677 23.6559362356218, 90.07355400027636 23.690506283346597, 90.09007238316205 23.69832952669017, 90.10715523626973 23.6983295623232, 90.1102726602511 23.70561261217379, 90.11876136075043 23.70082762280845, 90.11769211254936 23.698329580523065, 90.12319301023645 23.69832954955646, 90.12725055635143 23.69604235435961))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1097ffffff_9872
863cf154fffffff,"MULTIPOLYGON (((90.07355400027636 23.690506283346597, 90.07136829274677 23.6559362356218, 90.03730339351347 23.63978602066936, 90.03649391170687 23.639786022421973, 90.0308372729332 23.6429731312674, 90.04017952097612 23.66487292368373, 90.02964266532182 23.66487292302796, 90.033214444461 23.673238189832222, 90.02268199680385 23.673238172198293, 90.02625376722938 23.681599021860535, 90.03678612949267 23.68159897907378, 90.04699025108552 23.705467968211753, 90.07355400027636 23.690506283346597)), ((90.04122689854705 23.708714101271806, 90.04481207097494 23.706694799716598, 90.03697791535917 23.706694833385473, 90.0369804219221 23.706700693549383, 90.04122689854705 23.708714101271806)))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf154fffffff_9872
863cf1777ffffff,"POLYGON ((90.3711434176209 23.629948819815166, 90.33880888188321 23.648240258330937, 90.34102786519621 23.68282436955881, 90.37558969745955 23.699120467172317, 90.40793142996513 23.680830920660906, 90.40570413415801 23.64624338880725, 90.3711434176209 23.629948819815166))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1777ffffff_9872
863cf172fffffff,"POLYGON ((90.30868888359846 23.701097595482484, 90.34102786519621 23.68282436955881, 90.33880888188321 23.648240258330937, 90.30425923141661 23.631932827517815, 90.27557406672598 23.648146782169068, 90.28585370533605 23.648146808349107, 90.29301054213366 23.66487289822548, 90.28247817530692 23.664872911834955, 90.28963948275918 23.681598999923676, 90.27910709378 23.68159897828326, 90.28207622967952 23.688535623731074, 90.30868888359846 23.701097595482484))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf172fffffff_9872
863cf1727ffffff,"MULTIPOLYGON (((90.20587073897067 23.664872894978206, 90.20873358049697 23.66487289633003, 90.20536984853523 23.657008857449917, 90.20587073897067 23.664872894978206)), ((90.20506014787067 23.65214652134561, 90.20533820900528 23.65651211318557, 90.226226585272 23.656512110825467, 90.22060823426835 23.64336520831867, 90.20506014787067 23.65214652134561)), ((90.22694554300655 23.63978599668098, 90.22961105646671 23.63978600075497, 90.22909316198958 23.638573055482283, 90.22694554300655 23.63978599668098)))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf1727ffffff_9872
863cf10dfffffff,"POLYGON ((90.34546744126447 23.751962629845156, 90.37781364345096 23.733691312334788, 90.37558969745955 23.699120467172317, 90.34102786519621 23.68282436955881, 90.30868888359846 23.701097595482484, 90.31090451296443 23.735665006330606, 90.34546744126447 23.751962629845156))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf10dfffffff_9872
863cf10d7ffffff,"POLYGON ((90.24400932912253 23.737609448487, 90.27856110216878 23.75391997100517, 90.31090451296443 23.735665006330606, 90.30868888359846 23.701097595482484, 90.28207622967952 23.688535623731074, 90.28268773980308 23.689964264607912, 90.27215085002177 23.68996424010187, 90.27932559822901 23.706694821392965, 90.26878868523524 23.70669485235789, 90.27237382956311 23.71505562245635, 90.26183700419999 23.715055641752162, 90.26542652385332 23.723420885209208, 90.25488971457902 23.723420892988617, 90.25847931037354 23.73178616760822, 90.24363744576327 23.73178618268046, 90.24400932912253 23.737609448487))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf10d7ffffff_9872
863cf10c7ffffff,"POLYGON ((90.27856110216878 23.75391997100517, 90.28077337455451 23.78847063016333, 90.31533737918454 23.804769776856258, 90.34768803439557 23.786516736936754, 90.34546744126447 23.751962629845156, 90.31090451296443 23.735665006330606, 90.27856110216878 23.75391997100517))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf10c7ffffff_9872
863cf10f7ffffff,"POLYGON ((90.21387274648173 23.79039522094355, 90.24842555124386 23.806707285133655, 90.28077337455451 23.78847063016333, 90.27856110216878 23.75391997100517, 90.24400932912253 23.737609448487, 90.22373681375755 23.749042231559436, 90.23789158179459 23.78198229782927, 90.22735478115311 23.78198228763339, 90.23095321770852 23.79034752968906, 90.2138697033816 23.79034751997381, 90.21387274648173 23.79039522094355))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf10f7ffffff_9872
863cf10efffffff,"POLYGON ((90.38226314851889 23.802802940695358, 90.34768803439557 23.786516736936754, 90.31533737918454 23.804769776856258, 90.31755461641427 23.839307094696846, 90.35213083179188 23.855594800409502, 90.38448870797204 23.837343682044583, 90.38226314851889 23.802802940695358))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf10efffffff_9872
863cf10e7ffffff,"POLYGON ((90.31533737918454 23.804769776856258, 90.28077337455451 23.78847063016333, 90.24842555124386 23.806707285133655, 90.25063446361975 23.841241141491288, 90.28519952485583 23.85754180863757, 90.31755461641427 23.839307094696846, 90.31533737918454 23.804769776856258))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf10e7ffffff_9872
863cf101fffffff,"POLYGON ((90.25063446361975 23.841241141491288, 90.24842555124386 23.806707285133655, 90.21387274648173 23.79039522094355, 90.20218255187223 23.796980442489563, 90.20292776633636 23.79871282429618, 90.19910719840588 23.798712824591377, 90.18152784279633 23.808615478498524, 90.18196326080316 23.815447816013883, 90.19959239305757 23.815447799552754, 90.20319977265605 23.823813136766965, 90.21374111067006 23.82381312580752, 90.22095597423328 23.840548076980262, 90.23149726715187 23.840548121150427, 90.23548191986777 23.849773895968962, 90.25063446361975 23.841241141491288))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf101fffffff_9872
863cf108fffffff,"POLYGON ((90.24400932912253 23.737609448487, 90.24363744576327 23.73178618268046, 90.22686425095385 23.73178619971401, 90.230453838412 23.740151456151708, 90.20938011556902 23.740151484807967, 90.21296966125551 23.748516746509793, 90.22351100526129 23.748516744542485, 90.22373681375755 23.749042231559436, 90.24400932912253 23.737609448487))",9872,Dhaka,BGD,Bangladesh,Asia,South-Central Asia,863cf108fffffff_9872
